rc_original_app_user_id,rc_last_seen_app_user_id_alias,country,country_source,product_identifier,product_display_name,product_duration,start_time,end_time,grace_period_end_time,effective_end_time,store,is_auto_renewable,is_trial_period,is_in_intro_offer_period,is_sandbox,price_in_usd,purchase_price_in_usd,takehome_percentage,tax_percentage,commission_percentage,store_transaction_id,original_store_transaction_id,refunded_at,unsubscribe_detected_at,billing_issues_detected_at,purchased_currency,price_in_purchased_currency,purchase_price_in_purchased_currency,entitlement_identifiers,renewal_number,is_trial_conversion,presented_offering,ownership_type,reserved_subscriber_attributes,custom_subscriber_attributes,platform,experiment_id,experiment_variant,updated_at,offer,offer_type,first_seen_time,auto_resume_time
$RCAnonymousID:5284483459126314,$RCAnonymousID:8994059849823181,US,from_sdk,rc_subscription_annual,Annual $99.99,P1W,2023-10-17 00:13:45,2023-06-11 18:57:59,2023-03-28 04:39:15,2023-03-19 01:07:01,play_store,True,True,False,True,2.06,9.9,0.85,0.1026,0.15,198672421156580,670177017671413,,2023-03-09 01:24:51,2023-07-27 20:22:38,USD,4.61,3.57,['membership'],1,False,Default Offering,FAMILY_SHARED,"{""$ip"": {""value"": ""203.78.120.117"", ""updated_at_ms"": 1672549200}, ""$gpsAdId"": {""value"": ""80480bdc-06e0-11ee-be56-0242ac120002"", ""updated_at_ms"": 1672549200}, ""$androidId"": {""value"": ""12345a9876b4c123"", ""updated_at_ms"": 1673097132390}}","{""feature_setting"": {""value"": ""1"", ""updated_at_ms"": 1672549200}, ""survey_response"": {""value"": ""2"", ""updated_at_ms"": 1599112814785}}",ios,prexp4546997,b,2023-05-10 14:59:13,holiday_offer,,2023-06-18 20:05:21,
$RCAnonymousID:9191691383383136,$RCAnonymousID:1567838838845037,CA,estimated,rc_subscription_annual,Weekly $2.99,P1W,2023-07-03 18:13:07,2023-12-08 19:23:33,,2023-01-27 10:37:36,play_store,True,True,True,False,4.93,8.77,0.7,0.1031,0.11,720662845579680,649173337183004,,2023-06-07 15:07:18,,EUR,7.14,5.58,"['membership', 'full_access']",4,False,Default Offering,PURCHASED,"{""$ip"": {""value"": ""203.78.120.117"", ""updated_at_ms"": 1672549200}, ""$gpsAdId"": {""value"": ""80480bdc-06e0-11ee-be56-0242ac120002"", ""updated_at_ms"": 1672549200}, ""$androidId"": {""value"": ""12345a9876b4c123"", ""updated_at_ms"": 1673097132390}}","{""feature_setting"": {""value"": ""1"", ""updated_at_ms"": 1672549200}, ""survey_response"": {""value"": ""2"", ""updated_at_ms"": 1599112814785}}",ios,prexp9525981,,2023-07-17 15:22:17,holiday_offer,discount,2023-10-14 08:04:35,2023-11-11 20:18:17
$RCAnonymousID:5375869466298576,$RCAnonymousID:3994363275861639,FR,estimated,rc_subscription_monthly,Annual $99.99,P1W,2023-06-14 11:39:54,2023-11-23 11:51:34,2023-05-07 16:50:34,2023-10-18 00:17:26,play_store,True,False,True,True,3.52,8.07,0.85,0.1063,0.12,402866963367115,227894739077148,,2023-04-22 11:06:36,2023-01-30 02:16:20,GBP,8.79,6.63,"['membership', 'full_access']",3,True,Default Offering,PURCHASED,"{""$ip"": {""value"": ""203.78.120.117"", ""updated_at_ms"": 1672549200}, ""$gpsAdId"": {""value"": ""80480bdc-06e0-11ee-be56-0242ac120002"", ""updated_at_ms"": 1672549200}, ""$androidId"": {""value"": ""12345a9876b4c123"", ""updated_at_ms"": 1673097132390}}","{""feature_setting"": {""value"": ""1"", ""updated_at_ms"": 1672549200}, ""survey_response"": {""value"": ""2"", ""updated_at_ms"": 1599112814785}}",ios,prexp4564921,,2023-02-14 15:10:27,holiday_offer,discount,2023-10-19 03:06:06,
$RCAnonymousID:6581604923762701,$RCAnonymousID:6704207299576631,CA,from_sdk,rc_subscription_weekly,Weekly $2.99,P1M,2023-03-15 01:24:28,2023-11-08 04:56:20,,2023-10-01 12:14:11,app_store,False,True,False,False,6.61,4.4,0.85,0.1309,0.16,167809859746923,218878340050785,2023-08-13 07:20:07,,,USD,5.47,8.8,"['membership', 'full_access']",3,False,Default Offering,PURCHASED,"{""$ip"": {""value"": ""203.78.120.117"", ""updated_at_ms"": 1672549200}, ""$gpsAdId"": {""value"": ""80480bdc-06e0-11ee-be56-0242ac120002"", ""updated_at_ms"": 1672549200}, ""$androidId"": {""value"": ""12345a9876b4c123"", ""updated_at_ms"": 1673097132390}}","{""feature_setting"": {""value"": ""1"", ""updated_at_ms"": 1672549200}, ""survey_response"": {""value"": ""2"", ""updated_at_ms"": 1599112814785}}",ios,prexp4301750,b,2023-10-13 15:07:02,holiday_offer,discount,2023-11-27 07:56:16,2023-02-18 00:35:27
$RCAnonymousID:7581775135473201,$RCAnonymousID:8129218134465262,CA,estimated,rc_subscription_weekly,Weekly $2.99,P1W,2023-09-06 16:48:23,2023-10-01 02:43:29,2023-09-12 09:16:29,2023-01-13 16:11:02,app_store,False,True,True,True,1.49,9.99,0.85,0.1223,0.19,593735603134453,373062129633386,2023-10-12 00:51:06,2023-06-11 19:07:28,,USD,3.56,5.04,"['membership', 'full_access']",4,False,Default Offering,PURCHASED,"{""$ip"": {""value"": ""203.78.120.117"", ""updated_at_ms"": 1672549200}, ""$gpsAdId"": {""value"": ""80480bdc-06e0-11ee-be56-0242ac120002"", ""updated_at_ms"": 1672549200}, ""$androidId"": {""value"": ""12345a9876b4c123"", ""updated_at_ms"": 1673097132390}}","{""feature_setting"": {""value"": ""1"", ""updated_at_ms"": 1672549200}, ""survey_response"": {""value"": ""2"", ""updated_at_ms"": 1599112814785}}",ios,prexp9295891,b,2023-10-27 22:30:55,holiday_offer,,2023-05-21 04:34:20,2023-06-22 09:46:34
$RCAnonymousID:2103878302005144,$RCAnonymousID:3717927927266181,GB,estimated,rc_subscription_monthly,Monthly $9.99,P1W,2023-01-16 00:26:02,2023-07-11 07:07:14,2023-09-07 01:08:44,2023-02-18 23:59:49,app_store,True,True,False,True,2.23,7.64,0.7,0.1528,0.13,855538742679955,226846103102553,2023-05-11 23:58:07,,,USD,1.79,7.55,['full_access'],1,True,Default Offering,PURCHASED,"{""$ip"": {""value"": ""203.78.120.117"", ""updated_at_ms"": 1672549200}, ""$gpsAdId"": {""value"": ""80480bdc-06e0-11ee-be56-0242ac120002"", ""updated_at_ms"": 1672549200}, ""$androidId"": {""value"": ""12345a9876b4c123"", ""updated_at_ms"": 1673097132390}}","{""feature_setting"": {""value"": ""1"", ""updated_at_ms"": 1672549200}, ""survey_response"": {""value"": ""2"", ""updated_at_ms"": 1599112814785}}",android,prexp4349412,b,2023-08-27 19:04:56,holiday_offer,discount,2023-07-16 15:41:48,
$RCAnonymousID:3044490453976536,$RCAnonymousID:3967052561829820,FR,from_sdk,rc_subscription_weekly,Annual $99.99,P1Y,2023-10-16 15:58:45,2023-10-12 08:49:55,2023-11-05 08:33:59,2023-12-01 10:28:54,play_store,True,False,False,True,5.3,7.11,0.7,0.1763,0.1,998356341421507,827265800048823,,,,EUR,6.46,4.28,"['membership', 'full_access']",2,False,Default Offering,FAMILY_SHARED,"{""$ip"": {""value"": ""203.78.120.117"", ""updated_at_ms"": 1672549200}, ""$gpsAdId"": {""value"": ""80480bdc-06e0-11ee-be56-0242ac120002"", ""updated_at_ms"": 1672549200}, ""$androidId"": {""value"": ""12345a9876b4c123"", ""updated_at_ms"": 1673097132390}}","{""feature_setting"": {""value"": ""1"", ""updated_at_ms"": 1672549200}, ""survey_response"": {""value"": ""2"", ""updated_at_ms"": 1599112814785}}",android,prexp7579396,b,2023-02-20 02:45:26,,offer_code,2023-03-10 23:03:45,
$RCAnonymousID:8320919063283675,$RCAnonymousID:6824366167495354,DE,estimated,rc_subscription_weekly,Annual $99.99,P1M,2023-03-07 09:30:07,2023-02-03 15:56:19,,2023-05-31 22:11:08,app_store,True,True,True,False,6.47,9.96,0.85,0.1957,0.18,544106595167546,137560517544036,2023-10-07 17:12:29,2023-01-27 13:54:32,,GBP,3.02,8.23,"['membership', 'full_access']",3,False,Default Offering,PURCHASED,"{""$ip"": {""value"": ""203.78.120.117"", ""updated_at_ms"": 1672549200}, ""$gpsAdId"": {""value"": ""80480bdc-06e0-11ee-be56-0242ac120002"", ""updated_at_ms"": 1672549200}, ""$androidId"": {""value"": ""12345a9876b4c123"", ""updated_at_ms"": 1673097132390}}","{""feature_setting"": {""value"": ""1"", ""updated_at_ms"": 1672549200}, ""survey_response"": {""value"": ""2"", ""updated_at_ms"": 1599112814785}}",android,prexp5981839,,2023-07-26 17:52:53,holiday_offer,offer_code,2023-10-16 19:06:41,
$RCAnonymousID:1455576384948549,$RCAnonymousID:6497444899467710,DE,from_sdk,rc_subscription_weekly,Annual $99.99,P1M,2023-10-18 03:30:40,2023-07-15 07:04:13,2023-08-03 13:20:41,2023-03-15 22:32:19,app_store,False,False,True,False,1.94,5.92,0.7,0.1146,0.12,711288849101261,570927672237231,2023-09-13 10:04:19,2023-07-06 08:33:59,2023-04-12 11:57:08,USD,9.12,3.57,['full_access'],4,True,Default Offering,FAMILY_SHARED,"{""$ip"": {""value"": ""203.78.120.117"", ""updated_at_ms"": 1672549200}, ""$gpsAdId"": {""value"": ""80480bdc-06e0-11ee-be56-0242ac120002"", ""updated_at_ms"": 1672549200}, ""$androidId"": {""value"": ""12345a9876b4c123"", ""updated_at_ms"": 1673097132390}}","{""feature_setting"": {""value"": ""1"", ""updated_at_ms"": 1672549200}, ""survey_response"": {""value"": ""2"", ""updated_at_ms"": 1599112814785}}",android,,a,2023-08-24 01:53:35,holiday_offer,offer_code,2023-09-27 07:56:44,2023-04-30 05:35:09
$RCAnonymousID:6483162176779171,$RCAnonymousID:3317324669518498,US,estimated,rc_subscription_monthly,Weekly $2.99,P1M,2023-09-08 17:00:59,2023-02-01 08:17:50,,2023-01-05 17:42:23,stripe,True,True,True,True,1.88,4.88,0.7,0.1755,0.17,462599747339648,542923886319085,,2023-04-04 03:56:39,2023-11-26 08:45:14,GBP,6.41,5.8,['full_access'],2,True,Default Offering,PURCHASED,"{""$ip"": {""value"": ""203.78.120.117"", ""updated_at_ms"": 1672549200}, ""$gpsAdId"": {""value"": ""80480bdc-06e0-11ee-be56-0242ac120002"", ""updated_at_ms"": 1672549200}, ""$androidId"": {""value"": ""12345a9876b4c123"", ""updated_at_ms"": 1673097132390}}","{""feature_setting"": {""value"": ""1"", ""updated_at_ms"": 1672549200}, ""survey_response"": {""value"": ""2"", ""updated_at_ms"": 1599112814785}}",ios,,,2023-06-12 07:54:38,,,2023-03-17 08:01:14,
$RCAnonymousID:4129278716958744,$RCAnonymousID:8757972883730448,DE,from_sdk,rc_subscription_annual,Monthly $9.99,P1Y,2023-10-01 12:22:41,2023-09-07 14:42:40,2023-07-22 00:42:37,2023-09-21 16:28:34,play_store,True,True,True,False,4.3,7.63,0.85,0.1898,0.2,700541138949280,209313274059556,2023-12-16 10:29:53,,2023-12-04 10:44:12,EUR,4.4,5.23,"['membership', 'full_access']",3,False,Default Offering,PURCHASED,"{""$ip"": {""value"": ""203.78.120.117"", ""updated_at_ms"": 1672549200}, ""$gpsAdId"": {""value"": ""80480bdc-06e0-11ee-be56-0242ac120002"", ""updated_at_ms"": 1672549200}, ""$androidId"": {""value"": ""12345a9876b4c123"", ""updated_at_ms"": 1673097132390}}","{""feature_setting"": {""value"": ""1"", ""updated_at_ms"": 1672549200}, ""survey_response"": {""value"": ""2"", ""updated_at_ms"": 1599112814785}}",ios,,b,2023-05-16 18:18:55,,,2023-04-15 09:35:21,
$RCAnonymousID:8111283450404775,$RCAnonymousID:5855602889754099,CA,from_sdk,rc_subscription_annual,Annual $99.99,P1W,2023-12-08 16:59:54,2023-05-11 10:41:05,,2023-08-10 09:23:47,app_store,True,False,False,False,6.95,4.08,0.85,0.1153,0.11,215775570256258,439816440487796,2023-12-26 18:13:23,2023-05-06 00:22:07,2023-05-17 11:58:54,GBP,5.34,9.39,['membership'],1,False,Default Offering,PURCHASED,"{""$ip"": {""value"": ""203.78.120.117"", ""updated_at_ms"": 1672549200}, ""$gpsAdId"": {""value"": ""80480bdc-06e0-11ee-be56-0242ac120002"", ""updated_at_ms"": 1672549200}, ""$androidId"": {""value"": ""12345a9876b4c123"", ""updated_at_ms"": 1673097132390}}","{""feature_setting"": {""value"": ""1"", ""updated_at_ms"": 1672549200}, ""survey_response"": {""value"": ""2"", ""updated_at_ms"": 1599112814785}}",android,prexp6115578,,2023-12-17 21:19:30,holiday_offer,offer_code,2023-07-21 05:04:00,
$RCAnonymousID:9432668779270774,$RCAnonymousID:9181829605698993,CA,from_sdk,rc_subscription_annual,Annual $99.99,P1W,2023-10-20 08:24:00,2023-01-27 00:12:14,2023-08-15 16:47:58,2023-05-25 00:05:54,stripe,True,True,False,False,9.1,1.66,0.85,0.1384,0.2,857808026549707,143202600424598,,2023-08-20 16:49:26,,USD,8.1,3.6,"['membership', 'full_access']",1,True,Default Offering,PURCHASED,"{""$ip"": {""value"": ""203.78.120.117"", ""updated_at_ms"": 1672549200}, ""$gpsAdId"": {""value"": ""80480bdc-06e0-11ee-be56-0242ac120002"", ""updated_at_ms"": 1672549200}, ""$androidId"": {""value"": ""12345a9876b4c123"", ""updated_at_ms"": 1673097132390}}","{""feature_setting"": {""value"": ""1"", ""updated_at_ms"": 1672549200}, ""survey_response"": {""value"": ""2"", ""updated_at_ms"": 1599112814785}}",android,prexp6687519,,2023-05-29 04:58:13,,,2023-04-25 17:09:48,
$RCAnonymousID:1381360586824720,$RCAnonymousID:5941736861820243,DE,from_sdk,rc_subscription_annual,Annual $99.99,P1Y,2023-06-13 22:06:11,2023-03-18 02:19:07,,2023-12-14 12:28:57,app_store,True,True,True,False,6.37,7.7,0.85,0.1136,0.15,915683278874562,348785332746760,2023-04-19 21:02:53,2023-10-01 13:52:28,2023-10-10 01:31:17,GBP,9.41,2.54,['full_access'],5,False,Default Offering,PURCHASED,"{""$ip"": {""value"": ""203.78.120.117"", ""updated_at_ms"": 1672549200}, ""$gpsAdId"": {""value"": ""80480bdc-06e0-11ee-be56-0242ac120002"", ""updated_at_ms"": 1672549200}, ""$androidId"": {""value"": ""12345a9876b4c123"", ""updated_at_ms"": 1673097132390}}","{""feature_setting"": {""value"": ""1"", ""updated_at_ms"": 1672549200}, ""survey_response"": {""value"": ""2"", ""updated_at_ms"": 1599112814785}}",ios,prexp8419116,a,2023-02-05 00:04:08,black_friday_discount,,2023-05-10 22:01:30,
$RCAnonymousID:1429303757677709,$RCAnonymousID:9151278675262158,FR,estimated,rc_subscription_annual,Weekly $2.99,P1M,2023-07-23 23:13:04,2023-12-07 12:28:53,,2023-01-10 21:01:49,play_store,True,True,True,False,2.11,4.46,0.7,0.1897,0.18,247334103498886,125782811687971,,2023-11-14 12:01:52,2023-11-25 18:10:09,EUR,3.02,7.21,"['membership', 'full_access']",4,False,Default Offering,PURCHASED,"{""$ip"": {""value"": ""203.78.120.117"", ""updated_at_ms"": 1672549200}, ""$gpsAdId"": {""value"": ""80480bdc-06e0-11ee-be56-0242ac120002"", ""updated_at_ms"": 1672549200}, ""$androidId"": {""value"": ""12345a9876b4c123"", ""updated_at_ms"": 1673097132390}}","{""feature_setting"": {""value"": ""1"", ""updated_at_ms"": 1672549200}, ""survey_response"": {""value"": ""2"", ""updated_at_ms"": 1599112814785}}",android,,,2023-03-25 11:07:59,,offer_code,2023-06-24 18:19:02,
$RCAnonymousID:2591945045296807,$RCAnonymousID:4769872287066905,DE,from_sdk,rc_subscription_weekly,Annual $99.99,P1Y,2023-04-02 11:53:27,2023-04-02 10:52:49,2023-04-23 06:35:27,2023-03-25 02:54:01,play_store,False,True,True,True,6.01,5.3,0.85,0.1484,0.13,980834419510898,740527485957763,,,,USD,6.93,7.07,"['membership', 'full_access']",5,True,Default Offering,PURCHASED,"{""$ip"": {""value"": ""203.78.120.117"", ""updated_at_ms"": 1672549200}, ""$gpsAdId"": {""value"": ""80480bdc-06e0-11ee-be56-0242ac120002"", ""updated_at_ms"": 1672549200}, ""$androidId"": {""value"": ""12345a9876b4c123"", ""updated_at_ms"": 1673097132390}}","{""feature_setting"": {""value"": ""1"", ""updated_at_ms"": 1672549200}, ""survey_response"": {""value"": ""2"", ""updated_at_ms"": 1599112814785}}",android,prexp9027334,b,2023-06-29 11:50:14,black_friday_discount,discount,2023-10-05 00:18:27,
$RCAnonymousID:9134632167041014,$RCAnonymousID:3499782863973644,CA,from_sdk,rc_subscription_monthly,Weekly $2.99,P1W,2023-10-01 22:53:53,2023-06-22 23:02:16,2023-05-18 23:47:37,2023-03-28 11:12:35,app_store,True,True,False,False,4.63,6.23,0.7,0.1446,0.14,903945285693176,234084308856454,,,,EUR,6.63,3.55,['full_access'],2,True,Default Offering,PURCHASED,"{""$ip"": {""value"": ""203.78.120.117"", ""updated_at_ms"": 1672549200}, ""$gpsAdId"": {""value"": ""80480bdc-06e0-11ee-be56-0242ac120002"", ""updated_at_ms"": 1672549200}, ""$androidId"": {""value"": ""12345a9876b4c123"", ""updated_at_ms"": 1673097132390}}","{""feature_setting"": {""value"": ""1"", ""updated_at_ms"": 1672549200}, ""survey_response"": {""value"": ""2"", ""updated_at_ms"": 1599112814785}}",android,,,2023-01-06 07:00:51,,,2023-12-11 17:34:37,
